dx,dy,distance,dvx,dvy,speed1,speed2,heading_diff,label
38.2347,-72.3629,81.843,-13.9897,-6.8915,8.6984,10.3838,109.3044,0
-15.2467,-9.1286,17.7706,17.4179,8.1383,22.8506,4.8833,37.7841,1
39.7724,-44.8469,59.9424,22.7351,4.6717,18.0258,22.0165,70.0405,0
7.1332,-82.5374,82.8451,-7.1392,-1.6138,2.4818,5.4149,132.3113,0
53.3527,-36.8126,64.8204,23.795,32.2706,26.6558,13.5138,172.5938,0
19.9263,59.0897,62.359,-6.1462,-1.3467,5.2052,3.9196,85.9705,0
37.8485,1.329,37.8719,31.8335,-21.3652,18.3314,20.0303,183.9881,0
50.3094,-20.6913,54.3982,1.3369,42.6873,29.6048,17.4794,231.659,0
15.882,17.4638,23.6056,-14.2911,-7.4006,6.4196,13.948,97.4585,0
-11.1943,55.6301,56.7452,-30.8738,-17.9716,23.3074,13.415,207.838,0
0.6838,-14.231,14.2474,-19.8133,-16.4803,26.591,23.5902,61.4593,0
34.8251,-73.8498,81.6492,-8.401,-6.0808,1.379,10.9754,60.7138,0
-9.1626,15.3996,17.9193,-20.9762,36.9841,13.637,29.7531,204.807,0
-46.346,48.7711,67.2799,13.0994,24.363,12.7553,15.1698,164.1797,0
16.2239,0.7119,16.2395,-9.8297,-0.816,27.7919,21.4294,17.7665,1
-8.7833,-5.6447,10.4408,13.3231,18.6072,3.9743,18.9773,168.4812,1
36.3305,92.1214,99.0266,42.8455,11.024,22.1972,25.3246,137.0733,0
-33.8313,44.6579,56.0257,-40.8311,4.6652,27.1435,14.5875,159.0127,0
73.8117,1.9611,73.8378,17.9381,22.4493,22.4327,16.4387,94.0657,0
23.9577,53.0671,58.2245,19.2761,10.5759,24.8697,4.9013,49.2578,0
-29.1324,27.1619,39.8304,11.2564,27.5048,28.0634,3.1607,241.1231,0
64.8289,-63.3258,90.6253,11.3246,17.8338,20.0963,25.3751,306.1381,0
-22.2658,-37.3299,43.4659,8.0805,-5.5887,3.33,7.1884,134.8541,0
-1.7507,26.9804,27.0371,13.4311,-8.5105,17.3705,6.6098,66.2181,0
75.2475,-4.7039,75.3944,-3.2492,-18.059,11.9956,29.5734,16.0638,0
22.4003,-1.7906,22.4718,-20.6532,14.944,13.0745,15.9289,237.27,0
30.7868,-36.2866,47.5872,13.8083,-23.1853,24.1792,12.6616,88.4351,0
-59.9725,-64.0385,87.7361,20.6738,-19.6238,5.0477,26.4257,109.4209,0
-86.7073,-18.8939,88.742,-22.402,-14.0682,1.0857,25.479,206.7473,0
15.0017,54.4294,56.459,19.1737,-1.5035,2.2526,18.4466,107.1741,0
-10.6172,-20.315,22.9221,7.4433,-26.9898,17.5714,12.1006,140.6152,0
7.0501,48.9851,49.4899,7.4964,4.4098,5.1121,11.4443,314.1235,0
-53.0019,-24.5875,58.4273,-14.2984,-30.2455,29.732,16.6485,272.4272,0
73.9364,-0.1242,73.9365,0.1178,35.6584,22.3526,13.4302,189.8628,0
-17.0521,-0.3731,17.0562,-18.3712,8.7777,9.6898,28.6613,25.6241,0
15.0271,-29.2644,32.8971,-9.3899,-21.6021,9.4087,14.1461,180.4047,0
-13.1333,-34.4785,36.8952,-14.8491,-1.427,14.1355,4.9958,89.0916,0
-11.9621,-15.2401,19.374,-26.4427,-0.1281,16.2958,15.3573,113.2821,0
55.3745,4.575,55.5632,-12.0534,1.2482,6.6547,6.2327,140.1778,0
33.1397,15.005,36.3784,31.9746,1.7973,20.082,19.2021,109.1973,0
70.6251,28.5489,76.177,-17.5433,-30.4608,29.5957,6.4924,145.729,0
64.1599,-31.425,71.4425,9.1787,-3.0797,15.9378,10.047,35.3459,0
85.2845,62.5884,105.7864,-24.7905,-3.3196,23.3162,1.9501,210.7625,0
-33.6076,-1.0387,33.6237,-11.1876,15.7166,4.5827,22.6174,39.3184,0
9.4997,89.899,90.3995,16.9345,7.5576,1.5485,17.7487,118.7984,0
-3.9571,20.1177,20.5032,10.279,26.3262,8.6076,20.312,206.821,0
-24.3359,41.4039,48.0262,2.8092,-11.0822,15.1209,3.8615,14.9098,0
2.8128,2.6938,3.8947,1.6396,-10.7589,0.0294,10.8977,60.0645,0
95.7098,0.3502,95.7104,-26.2638,-28.1713,23.3159,15.2812,187.6414,0
-27.6048,-37.4681,46.539,14.8957,-12.9183,9.58,10.709,207.3151,0
22.0651,3.0871,22.28,0.6615,-8.1127,0.1259,8.1292,94.2929,0
9.5667,28.1031,29.6868,-5.4983,6.4471,7.4377,3.1132,98.4244,0
58.99,39.1201,70.7828,-31.1193,-22.409,28.355,13.9484,233.365,1
-5.8263,-1.4919,6.0142,-34.0604,-24.7165,24.8844,17.3014,171.882,0
22.6082,-82.1949,85.2474,-13.5664,-20.4395,26.0009,1.5265,15.3259,0
50.4422,-11.63,51.7656,-35.1644,-9.6183,27.6638,11.7555,229.1332,0
-50.4182,-15.4108,52.7208,19.2766,22.5728,25.4768,4.3331,165.009,0
34.2836,-30.8927,46.149,-7.0579,-18.3903,24.2613,4.5848,5.0204,0
-21.3177,6.7006,22.346,26.5884,0.3795,21.8409,16.9105,85.6597,0
17.6114,72.6758,74.7793,-35.3911,9.9509,28.3483,10.6851,135.7234,0
7.281,-37.8282,38.5226,0.6796,0.5163,0.4789,0.3869,199.5028,0
-27.9216,8.7462,29.2594,31.9696,4.2848,29.7921,7.3907,102.8881,0
50.4084,34.8738,61.2959,-8.2492,6.0083,2.59,12.2229,34.8513,0
-24.0335,-34.5704,42.1037,-31.0705,17.3544,21.1609,16.6591,140.1456,0
26.167,29.3487,39.3199,-32.0147,7.4092,21.5719,12.8845,143.7833,0
17.3842,-19.6068,26.2037,-2.1699,25.4713,3.7132,21.8568,176.3506,0
-13.9943,-18.6434,23.3113,-25.5103,17.8539,5.581,26.1868,149.8079,0
-63.5818,32.4058,71.3637,-1.2581,-18.615,6.5781,21.2045,58.7311,0
-43.8391,-66.1708,79.3753,-34.3862,29.747,26.8902,22.4908,133.8776,0
-21.5985,19.9498,29.4022,1.3516,16.5749,24.8836,27.2167,36.8846,0
3.634,-9.6935,10.3523,13.6151,25.3604,26.4994,2.6712,212.6759,0
-73.2916,-2.9183,73.3496,-6.8194,-3.1243,4.3884,4.2723,120.0098,0
14.0648,-12.4798,18.8032,24.8586,1.3992,8.2737,18.5522,132.4667,0
27.156,-47.8535,55.0219,11.2398,-5.0484,10.4643,3.7421,111.1943,0
-9.014,-33.9768,35.1521,14.8709,37.1651,14.926,26.2469,208.172,1
-8.6751,46.7314,47.5298,6.3468,34.9685,19.5771,28.1617,265.4886,0
85.3678,-15.4285,86.7508,7.7819,33.0259,20.742,14.2799,209.1963,0
30.9375,4.71,31.294,22.8021,17.3223,24.3517,10.4038,103.5543,0
22.3533,-22.9611,32.045,-11.7915,-14.3251,7.6961,11.6247,146.8941,0
-26.3621,2.7411,26.5042,-0.1211,-11.0064,8.7361,6.6378,90.3836,0
29.9007,-3.5388,30.1094,8.5257,18.9869,21.364,2.4444,73.7625,0
-13.5544,58.2205,59.7775,20.9533,-18.2234,23.0125,7.1267,125.5629,0
20.3689,63.2285,66.4284,-20.7742,2.9223,15.3075,23.7782,60.3963,0
6.941,-44.8497,45.3836,16.1412,23.0563,26.0736,2.1432,195.4797,0
-31.6222,-13.1622,34.2521,-32.6277,18.5008,23.1787,14.4991,168.814,0
-46.5779,-57.8647,74.282,-14.9397,8.4927,8.8667,26.0376,2.6079,0
0.2141,8.9459,8.9485,-20.2989,7.9521,27.2833,16.919,53.0197,0
-12.5332,-41.9028,43.737,-0.5209,-22.715,7.1747,16.1267,152.1996,0
-58.1608,-10.902,59.1738,-14.1188,-12.095,26.6558,8.1009,4.5213,0
16.2405,-27.8247,32.2175,20.76,33.9556,21.8789,19.0191,153.3076,0
49.5607,43.0686,65.6595,-2.2415,8.4206,7.5802,1.6546,128.8503,0
-20.6989,31.0713,37.3345,-4.4794,21.6176,10.1929,20.8941,277.1578,0
22.2901,36.0396,42.3758,2.1665,7.4766,10.5609,3.126,23.148,0
28.0152,7.1558,28.9147,5.9425,-32.8998,11.2249,23.3208,211.1948,0
-14.7615,39.4345,42.1068,4.3907,-2.9114,6.0083,4.3485,58.5624,0
46.0144,62.4926,77.6057,34.1963,-12.9751,18.6359,19.3088,210.8862,0
28.8197,14.1955,32.1261,-5.5111,-0.6081,21.5178,16.8676,9.0901,0
62.3713,72.9251,95.9596,8.4126,11.196,12.9099,1.1492,161.4997,0
0.5705,54.7753,54.7783,12.256,8.0154,14.574,1.0359,91.8621,0
-3.6764,43.8893,44.043,-24.7474,-32.1153,10.8682,29.6813,177.8828,0
59.9011,-16.6865,62.1818,11.4016,2.2724,3.0536,8.7303,201.4756,0
-7.9831,-55.8104,56.3785,11.9576,-16.3321,18.3262,18.1751,67.3571,0
-4.6347,-28.5847,28.958,26.1372,-3.9632,2.027,24.5738,155.8137,0
-84.106,-39.1981,92.7918,19.6696,-6.6498,12.2273,15.9799,93.8515,0
-17.5368,-63.6237,65.9963,-17.4433,5.7852,28.1483,10.94,21.1818,0
17.1606,-3.5781,17.5297,-9.9854,-20.229,4.8225,20.7833,254.4547,0
24.8928,14.5519,28.8342,12.2727,-7.7471,14.5733,0.8302,84.2245,0
-23.0123,20.8355,31.0432,26.9285,-16.2101,15.6778,17.1319,146.6306,0
82.8452,-57.2768,100.7172,-5.6798,3.794,14.8892,17.6708,22.174,0
-46.9815,19.7357,50.9584,17.0429,-10.4996,22.4015,10.3621,63.3137,0
-9.2175,-33.6989,34.9367,-30.4377,-3.1179,9.3202,28.0816,96.6622,0
8.5636,27.1973,28.5137,-37.339,-20.8865,18.369,25.207,202.1635,0
8.2232,34.8069,35.7651,24.9079,-8.0299,23.0196,3.3186,199.5572,0
-37.141,-59.041,69.7517,-26.2285,3.5533,28.4848,3.1641,312.0931,0
34.1468,48.2035,59.0726,-36.8902,-10.9297,29.1302,10.7647,214.6559,0
-52.7314,-9.1429,53.5181,3.7579,34.1872,19.674,14.8255,189.0914,0
-51.207,43.5323,67.2102,-23.1161,-0.6047,22.1059,7.9854,87.123,0
47.8659,2.6919,47.9415,21.793,-42.6968,27.4764,21.3515,157.8986,0
-34.2029,34.679,48.708,16.8839,-26.2912,15.3826,18.8431,131.5628,0
-23.3098,-10.1672,25.4307,27.9602,18.4676,14.3065,20.9626,142.9522,1
27.7849,-66.437,72.013,0.0645,-35.4673,28.3234,23.3684,86.0857,0
37.9344,9.4388,39.091,6.9496,13.7715,13.7411,21.0791,313.0155,0
38.6076,30.6283,49.2812,4.3534,-18.3199,0.0149,18.8329,280.9146,0
0.5458,-13.0292,13.0406,11.2277,21.5707,8.6791,16.7176,144.6025,0
-29.3408,13.196,32.1717,15.1998,23.9904,15.4801,21.4079,260.5657,0
20.8456,-58.8037,62.3892,-10.4827,-11.7533,11.7664,8.101,256.6705,0
59.6431,-22.8854,63.8831,4.5506,5.1319,9.799,8.3977,43.4408,0
-17.6691,48.7402,51.844,32.44,13.8099,24.189,16.2746,119.952,0
30.1646,36.7867,47.5727,-5.711,-3.3024,5.9962,2.48,267.2698,0
-12.422,-13.9957,18.7133,26.071,-1.707,14.6556,18.3621,104.0497,0
-63.5482,12.2613,64.7203,-5.1057,21.3968,9.0147,13.2897,160.6073,0
14.3881,-28.6466,32.0569,22.4521,16.0255,0.5247,27.5747,90.54,0
-57.7507,66.755,88.2688,-19.8136,14.3238,27.6163,3.1724,3.0304,0
-41.6936,-40.8354,58.36,17.2273,39.2204,18.1911,24.6587,182.8236,0
33.4974,-47.4165,58.0551,-7.1763,5.3487,18.4215,22.0896,23.3499,0
14.812,-40.9239,43.5219,-23.426,-22.568,21.7294,11.1438,197.5559,0
-63.2044,40.4805,75.0565,8.0996,19.4796,21.1028,0.7819,88.4683,0
51.7991,-29.1244,59.4254,-10.3512,46.7193,22.5465,26.0427,200.0347,0
-53.7753,-24.5372,59.1089,-11.2342,31.1656,27.2694,12.8069,254.227,0
-74.9429,88.5036,115.9712,4.2538,-11.0249,2.2061,13.8462,21.2421,0
15.853,-50.1024,52.5506,4.8095,3.0039,8.5471,9.0295,37.5158,0
12.7728,13.2439,18.3996,-3.0626,27.6459,5.2061,23.6501,220.501,0
80.0944,-68.7164,105.5323,5.5411,-0.8105,0.4331,5.5028,100.7959,0
-4.9832,-34.2334,34.5942,-2.7478,-10.7383,20.6566,9.6433,5.0882,0
-8.5986,-70.337,70.8607,-5.1253,2.5576,1.1403,6.515,42.6064,0
63.547,-37.8481,73.9642,16.4437,-10.9397,16.8901,3.0275,159.2446,0
18.6956,57.6752,60.6297,-26.0626,-18.501,13.5917,20.7627,135.9598,0
-55.1035,-55.2962,78.0645,-4.353,25.9833,28.1044,6.5166,292.1741,0
74.262,-22.3479,77.5517,-5.8403,-11.4021,11.4856,3.944,100.5842,0
7.4358,48.9142,49.4762,-9.8483,6.4002,3.5825,14.3878,37.4044,0
-57.8577,-29.9759,65.1619,-41.1164,17.0797,20.3003,25.2746,155.1782,0
-47.6108,-42.8797,64.0738,-0.6535,16.0452,20.0325,11.2145,53.1931,0
90.5009,-82.65,122.562,8.7581,12.1342,23.6779,11.5744,30.8293,0
30.2065,18.832,35.596,6.0008,12.6834,12.3791,20.6571,318.5062,0
35.0965,6.4475,35.6838,9.9752,-22.5986,1.1943,25.8833,8.3665,0
-5.8133,35.5834,36.0551,7.1545,30.3854,15.8113,22.2089,109.2232,0
-59.4141,31.839,67.4074,38.2782,-11.2027,22.7156,24.679,114.5403,0
79.5845,-36.4869,87.5499,-10.1829,-11.4308,1.7617,13.6261,161.6948,0
1.5662,-29.9953,30.0361,1.266,8.0906,7.4377,0.8759,147.3799,0
-63.1995,-34.1443,71.8333,-13.6991,-10.7107,17.0058,27.552,37.2499,0
17.3182,-30.6106,35.17,-24.0769,7.1298,5.8151,22.9326,105.3961,0
10.4815,-49.8324,50.9228,-26.997,-21.3078,29.4495,5.3526,204.4717,0
-31.4518,-2.0899,31.5211,19.5987,-9.0353,1.2824,20.4393,207.8909,0
31.8065,17.5239,36.3145,-3.1642,-18.1002,12.0091,9.4321,242.5454,0
9.7783,0.2532,9.7816,-14.6526,-27.1588,21.1452,18.8814,100.7305,0
18.7422,-54.9418,58.0506,-20.8812,18.673,22.0196,8.24,230.2694,0
-97.0215,-38.6682,104.4433,-0.4871,-0.9427,2.4626,1.6864,20.4478,0
25.4065,19.8193,32.2226,-13.696,-18.6442,5.8759,27.4196,38.7872,0
32.858,36.5083,49.1173,-14.737,11.3171,26.5693,19.1295,44.3729,0
16.0123,-2.0556,16.1437,-4.3419,8.1158,0.3152,9.3272,66.1527,0
26.568,-16.4897,31.2693,1.1431,-46.717,21.6558,25.0752,180.1849,0
-38.9667,61.503,72.8082,4.7097,1.163,5.5873,1.5358,54.184,0
-55.9154,29.6743,63.3016,33.6449,-6.2051,15.6122,24.7258,114.11,0
43.7471,12.9586,45.626,28.6205,-32.9514,29.6595,14.041,173.8394,0
26.6798,21.0178,33.9641,-0.8221,-38.2466,11.8958,29.5825,129.4119,0
-0.7247,26.8738,26.8836,-16.0898,16.3739,6.7833,21.5509,93.2416,0
50.723,81.6548,96.1266,-8.9868,24.4747,17.9662,13.0695,246.6444,0
-6.7755,43.2403,43.7679,-7.5975,-12.4468,13.5696,1.5517,128.3031,0
4.991,-31.7517,32.1416,7.2575,1.4275,6.4117,3.2059,94.6332,0
-0.9166,2.5988,2.7558,-13.7681,14.0234,4.2564,22.2355,48.1375,0
-13.1681,38.1218,40.332,21.2344,-16.2655,6.7858,22.4699,122.6505,0
-65.1771,24.2125,69.5291,-21.8955,-20.9636,12.5603,17.8388,188.7547,0
60.6365,9.8241,61.4272,-16.3723,-31.227,20.3412,18.8318,231.7046,0
28.4482,-48.1848,55.956,-0.6065,-15.8134,10.6888,21.9452,42.585,0
16.2073,-16.7115,23.2799,0.5811,12.3002,3.4404,9.6426,134.878,0
-1.0034,-26.5838,26.6027,-15.8345,4.6643,1.0196,17.2842,39.2382,0
-65.3554,6.8638,65.7148,-10.2798,-6.1685,14.8056,16.701,44.2223,0
-32.3269,-8.5596,33.4409,9.9041,-19.7213,7.7413,24.9607,59.534,0
-4.7924,15.2376,15.9735,4.8765,13.2515,9.9815,6.3652,242.2136,0
9.2313,81.3443,81.8665,17.6177,23.4315,11.9516,29.6346,283.1898,0
-76.5414,54.2081,93.7929,2.5297,0.5358,2.4221,4.8518,14.8306,0
10.2164,-40.3311,41.6049,-23.4089,12.436,28.2868,10.5466,69.5218,0
-7.2376,-23.2924,24.3909,-26.6893,-39.4968,24.9948,22.7139,175.3106,0
-8.2226,11.7591,14.3487,-6.1387,6.1677,12.0188,5.1189,320.4896,0
-15.3355,-24.1392,28.5986,-1.0665,11.2055,21.0124,28.5593,19.6287,0
-9.8075,-12.1513,15.6154,-3.1963,11.6167,16.8205,26.4987,19.5703,0
0.2941,25.8258,25.8275,12.8847,-18.9243,10.7356,12.1665,176.9839,0
-36.419,-47.7528,60.0556,-14.7526,9.9489,21.3958,17.523,53.2912,0
45.6703,75.7472,88.45,8.0254,-3.6063,22.8893,14.3212,6.3335,0
-37.5125,24.3622,44.7292,-11.671,-1.213,11.7212,0.4237,90.686,0
-48.8367,-13.1088,50.5654,29.4491,-0.0334,2.8926,28.459,107.3044,0
-9.3827,-8.1702,12.4414,8.7086,-3.5439,29.5204,29.1078,18.4389,0
-0.2139,-72.2711,72.2715,3.3037,7.758,3.4614,6.2438,117.7638,0
23.2623,17.6294,29.1879,1.3339,18.7805,18.6781,16.6968,295.9737,0
70.0615,-26.8151,75.0178,6.0601,-14.8993,10.5692,8.3384,243.9229,0
49.1955,-62.6112,79.6264,-0.3395,10.9295,1.0162,9.9941,156.6782,0
8.8648,-6.8735,11.2173,2.5634,13.4614,9.9957,3.8417,162.16,0
23.6951,-51.11,56.3355,6.4157,30.0452,6.4382,25.9554,226.8093,0
7.0402,1.4868,7.1955,-21.3889,27.3578,28.8334,6.6242,149.9603,0
-71.8383,30.53,78.0565,28.1307,11.4694,4.5207,27.8108,120.8686,0
9.2605,-0.619,9.2812,9.6731,7.7857,5.1686,14.0465,298.7477,0
29.2249,-19.3619,35.0568,-24.3546,8.8375,25.2639,15.7079,74.3765,0
25.3368,64.323,69.1332,-3.8444,-20.0571,7.6259,17.3998,102.217,0
-4.1223,2.6645,4.9085,-11.5891,-19.6128,13.8229,14.4633,107.2709,0
-76.3559,33.8322,83.5155,11.1688,-35.6385,22.5524,28.6357,267.0607,0
48.0625,0.2671,48.0632,11.2695,-31.1958,22.0033,23.5466,93.4077,0
18.7411,73.5983,75.947,-16.4048,-2.623,14.6591,29.8293,18.6377,0
22.8048,61.5503,65.6391,-27.2845,0.9171,26.1725,18.2868,73.3592,0
-7.1841,-43.1221,43.7164,7.6244,22.113,5.0863,28.4298,7.0693,0
17.242,28.7422,33.5171,-0.3579,12.7531,9.2256,21.6231,12.2417,0
-69.44,59.031,91.1404,7.067,-1.5872,5.3218,4.5059,94.5894,0
1.589,-73.5018,73.519,-26.1456,-28.5585,26.3987,13.3139,152.7676,0
54.8808,52.9737,76.2766,-27.5642,2.0502,9.7939,22.9515,108.3177,0
19.4097,48.7317,52.4549,-28.6225,-30.7604,27.5249,17.4662,136.961,0
-35.8053,0.462,35.8083,-5.7463,4.2061,7.3187,2.7634,285.0299,0
36.5863,-21.407,42.3889,-23.2437,8.2429,9.8194,15.9858,144.7073,0
-14.927,27.3498,31.1581,6.2928,-28.3861,15.0492,19.0836,243.6764,0
-1.0641,40.9804,40.9942,4.9101,31.0712,27.0222,6.7285,233.9392,0
10.1328,-68.1801,68.929,11.7206,-0.7922,18.1976,24.5031,27.1471,0
3.9157,91.7845,91.868,-14.9628,-11.5369,2.8585,17.9268,105.5326,0
87.032,-27.3855,91.2388,9.9682,7.7722,9.4088,7.4659,96.3366,0
-32.3015,7.7693,33.2227,-13.0257,-14.6193,2.9549,22.4859,9.7829,0
42.9458,-13.2273,44.9367,8.3516,-4.3776,9.6556,0.2284,7.8196,0
-12.2899,-34.2611,36.3987,26.6952,-5.8992,14.9334,17.7695,113.1528,0
-20.5669,36.5624,41.9501,4.9499,-31.1129,10.8315,28.7369,94.5501,0
-91.2471,16.262,92.6848,2.0623,-0.7979,1.3333,3.5029,11.3511,0
-55.0801,-15.7751,57.2946,-5.9517,-11.2769,4.6324,11.3516,96.7016,0
53.0239,53.2656,75.1582,-3.5295,8.13,10.1965,4.4061,299.9272,0
-8.0002,52.3611,52.9688,-19.4668,-14.2836,24.1278,11.8508,284.1311,0
33.1917,-34.8783,48.1475,3.1957,16.1649,29.982,13.8623,9.6123,0
28.0542,-1.3737,28.0878,2.1985,9.5951,13.5044,19.8625,26.5265,0
74.6349,21.7527,77.7402,4.6353,29.8304,29.1786,1.1982,146.81,0
13.9408,-61.1852,62.7533,5.0357,30.7515,10.214,23.6507,129.5026,0
-1.8673,75.8597,75.8827,8.0179,4.9751,27.6805,29.0387,18.957,0
2.9547,-49.6053,49.6932,-8.0781,-1.8526,9.6976,17.5264,11.9768,0
-61.9532,-41.3454,74.4825,23.089,-37.8023,26.6958,17.7011,187.8962,0
2.7212,46.215,46.2951,-7.5049,2.9375,21.8487,13.8068,1.7482,0
0.7868,-26.3782,26.3899,-9.1517,-12.4546,12.6235,8.2041,266.6205,0
11.2471,4.4277,12.0873,13.8705,-7.6449,9.4495,24.8908,13.1846,0
-22.1647,-45.6789,50.7724,-23.9981,-24.2015,7.7055,26.9395,155.0802,0
-72.0679,1.6048,72.0858,5.9574,19.0412,23.0124,5.6348,50.9849,0
-96.1296,0.902,96.1338,4.212,-6.8786,19.8068,26.741,10.2708,0
-65.5576,-31.8792,72.8977,43.0614,7.1567,27.2057,20.6885,130.9206,0
65.1185,-45.911,79.6758,10.7618,12.7656,4.6127,19.6502,44.8005,0
40.5308,41.1736,57.7756,-11.425,-34.6049,15.8945,20.7382,191.7988,0
2.0684,-0.469,2.1209,23.0975,5.8616,17.8073,20.0655,77.7298,0
-6.9089,-79.0869,79.3881,-2.5899,-9.9381,10.88,1.1917,56.4764,0
-21.8714,-14.8938,26.461,28.0064,-27.2603,18.0875,24.4661,227.1655,0
-18.5016,-37.6549,41.9547,20.2855,-6.6839,29.5552,18.2934,45.9391,0
-3.8238,12.2332,12.8169,24.5985,-47.1564,27.7071,25.5679,186.608,1
55.5783,12.7351,57.0187,-21.7097,-8.5729,1.9438,21.5996,152.5045,0
38.4982,32.8474,50.6069,-33.3475,-1.5538,26.59,27.2651,76.6035,0
21.6713,-46.1323,50.9689,-15.0435,14.6142,15.2266,6.2464,207.3153,0
-4.169,-15.6315,16.1779,26.9448,2.2056,22.9123,5.386,135.7887,0
22.7649,-76.9999,80.2946,32.4894,21.2434,14.7653,25.5668,212.7248,0
-15.2981,12.5327,19.7762,20.3951,0.3083,19.0454,6.0733,94.0754,0
32.6394,-17.6182,37.0909,-50.1703,17.123,24.9802,28.3038,191.6094,0
-39.9779,-82.9662,92.0957,-14.5232,-4.6397,11.537,26.5311,9.0529,0
-63.6997,-1.3657,63.7144,-16.4605,16.8563,19.4388,19.2479,75.0326,0
-38.1872,31.6045,49.5692,-27.1013,-0.8987,24.997,19.4508,74.0084,0
55.0089,50.9781,74.9983,-0.051,-18.1045,17.5695,1.1968,114.8239,0
25.8597,2.5333,25.9835,19.7959,-5.2471,14.0198,22.4079,63.6109,0
-1.7528,60.8967,60.9219,10.6471,4.4883,14.6976,24.327,19.4435,0
-49.5184,-11.8572,50.9183,-26.8575,-20.1104,24.4949,26.9266,81.3106,0
41.8671,-49.0819,64.5127,29.3774,-29.2639,19.4598,24.278,142.6675,0
37.1157,20.3505,42.3287,-3.8588,4.9637,3.4924,3.0963,214.8672,0
8.7987,5.6062,10.4329,32.8803,-7.0458,12.0441,22.818,147.7865,0
64.2598,37.4835,74.393,19.2573,12.816,23.177,8.8793,78.6612,0
72.7892,-32.0619,79.5376,-9.1627,6.5472,7.2756,7.2939,101.2393,0
-8.7277,-45.1572,45.9929,-3.4841,1.2528,2.2086,3.5673,75.6879,0
-33.4153,17.4906,37.7161,2.3881,-7.6569,7.6004,4.9824,283.9508,0
22.4613,-9.5013,24.3882,29.5663,8.7962,21.1224,18.9685,100.4674,0
-9.248,56.2594,57.0145,-14.021,2.5073,13.4627,27.2131,11.1378,0
31.7768,-26.1201,41.1342,11.9666,4.5316,18.905,6.119,2.6864,0
-40.1505,-87.1246,95.931,25.121,-3.4491,25.3387,0.0187,165.0469,0
1.861,29.0127,29.0723,32.3719,-8.9898,19.2229,19.3933,120.9217,0
-20.8055,-29.9977,36.5065,-8.4869,-3.0628,16.1495,22.4045,19.6833,0
-88.9268,0.8175,88.9305,15.2982,-9.7594,18.3768,2.0891,80.4119,0
13.688,-77.6498,78.847,13.2501,-0.8494,18.2635,17.8944,43.0712,0
60.6755,-2.9155,60.7455,5.3907,13.1977,7.9318,6.5337,199.6059,0
28.1029,2.3479,28.2008,-21.9959,-4.9371,22.6145,0.371,78.4573,1
10.7829,63.6618,64.5685,-6.9461,-7.4246,13.6841,22.4359,16.9838,0
-52.0008,-3.2222,52.1005,-15.575,10.2318,21.5085,9.3217,300.2881,0
-24.6128,19.9573,31.6873,16.7493,27.2169,24.9519,10.363,235.7162,0
-18.9929,-88.7806,90.7895,3.4697,-17.2726,17.4883,10.653,72.9985,0
-11.404,55.5934,56.751,-28.6816,-8.0331,28.7144,21.2195,71.453,0
7.2279,6.4736,9.7031,23.3462,-11.402,25.8531,1.0614,95.7953,0
-69.0303,27.6161,74.3494,15.7796,-6.9588,17.2444,3.2405,84.6348,0
-2.7321,-28.7337,28.8633,1.313,8.9508,6.3351,15.3806,0.8387,1
-11.6593,38.0161,39.7639,-7.4413,2.5564,3.9318,4.0015,194.7004,0
10.8714,32.8329,34.586,15.0757,8.2753,12.5456,11.8143,89.766,0
-22.5513,-11.1573,25.1604,7.1095,-8.3779,18.9928,13.9306,34.8885,0
-69.8176,0.7037,69.8212,11.549,-24.2993,24.8945,2.0452,168.8823,0
0.9209,28.3331,28.3481,13.5087,-14.9296,28.0858,8.4344,16.366,0
67.0643,44.2821,80.365,-6.8545,25.7905,26.584,0.4368,103.0242,0
63.8101,-6.4496,64.1352,24.5033,15.8597,29.7138,18.5005,70.1548,0
56.6444,-9.3734,57.4148,-17.4747,-22.5864,16.1311,25.3057,84.0182,0
24.4872,52.7304,58.1387,5.5861,-24.3004,1.5989,25.9532,49.032,0
-30.1789,-45.7771,54.8298,-0.971,-10.423,5.1117,13.1805,47.9387,0
15.2188,1.4407,15.2869,11.661,14.8276,1.1992,19.134,75.2122,0
0.5872,-5.4261,5.4578,-0.6822,1.3371,1.9159,0.8982,310.2601,1
7.2482,-1.3253,7.3684,-20.4008,-7.9157,1.1167,21.9252,86.3627,1
-42.5295,4.5003,42.7669,20.1773,12.9367,27.7704,18.2992,58.4647,0
14.806,-32.3035,35.535,33.0477,-15.7472,29.6012,7.3799,159.5706,0
39.878,48.0669,62.4554,-1.6245,13.371,0.2241,13.5133,78.2186,0
-22.2504,55.8662,60.1341,-31.0223,-27.8167,26.2136,17.6814,217.4045,0
-40.3906,48.71,63.2776,15.952,38.9706,19.0889,24.1809,153.208,0
17.1993,-26.1358,31.2873,-26.2412,6.8881,0.6736,26.5311,152.4696,0
-19.6928,26.1046,32.6995,15.7061,13.3184,19.6984,14.0894,72.9799,0
-3.6192,-63.5701,63.6731,3.4245,6.5897,13.4283,9.5728,32.5097,0
-11.7941,39.83,41.5395,11.9962,19.8556,25.3784,3.0192,41.3585,0
40.9886,3.9553,41.179,-12.5644,-29.9554,26.7243,11.9558,108.0561,0
82.0677,19.8137,84.4256,0.7006,-5.1579,13.1003,7.9705,4.9549,0
